CardHoldersName,Card_Number,Expiry_Date,ShipToAddress,ShipToAddress1,ShipToCity,ShipToCountry,ShipToCustomerNumber,ShipToEmail,ShipToName,ShipToPhone,ShipToState,ShipToZip,RandZip,first_time_customer,order_dollar_amaout,num_items,age,web_order,total_transactions_to_date,billing_shipping_zip_equal,hour_of_day,Reported_as_fraud,rownum,lookup_id,NewShipToZip
Adele Conley          ,371210264877255,522,?,24268  Australia Ln.                                          ,Las Vegas             ,USA,891784,Montana@convallis.com      ,Adele *Conley          ,345-179-9513,NV,83221,82912,N,462.1,13,47.7,Y,7,N,11,N,52195,1,89102
Alea Cote             ,4539652546148677,1122,?,10539  Nome Ave.                                              ,Las Vegas             ,USA,349569,Quin@faucibus.net          ,Jerome *Haley          ,093-848-3438,NV,61343,55619,Y,778.8,7,99.7,N,43,N,16,N,40201,2,89109
Yoshi Downs           ,4024007182472778,619,?,78814 West Omaha Blvd.                                        ,Las Vegas             ,USA,412041,Melissa@nostra.gov         ,Yoshi *Downs           ,520-822-9883,NV,80366,80224,N,551.4,13,98.7,N,75,N,11,N,10258,3,89106
Kirk Petersen         ,5481547581794994,221,?,73241  Central African Republic Ave.                          ,Las Vegas             ,USA,73394,Lane@massa.us              ,Dean *Marsh            ,840-998-0649,NV,32982,58965,N,953,13,23.5,N,35,N,0,Y,49918,1,89102
Merrill Nash          ,5440752065790431,420,?,27854  Andorra Way                                            ,Las Vegas             ,USA,214229,Quintessa@risus.gov        ,Merrill *Nash          ,708-290-9679,NV,28466,28346,N,149.4,18,101.8,Y,54,N,5,N,59852,2,89109
Virginia Hale         ,5470169800307384,719,?,4822 East Bahamas St.                                         ,Las Vegas             ,USA,243742,Barry@dolor.us             ,Virginia *Hale         ,301-050-5613,NV,78801,78453,N,433.9,1,103.9,Y,60,N,10,N,15396,3,89106
Shay Hawkins          ,375942704101351,121,?,16663 North United Arab Emirates Ave.                         ,Las Vegas             ,USA,841999,Hedy@facilisi.net          ,Shay *Hawkins          ,426-787-5370,NV,80482,80066,N,804.3,3,32.3,Y,38,N,13,Y,81793,1,89102
Joelle Alston         ,4916510302398964,422,?,34632 South Bandon Ln.                                        ,Las Vegas             ,USA,725226,Rajah@lacinia.us           ,Joelle *Alston         ,231-829-9867,NV,72208,71721,N,394.7,16,51.3,Y,15,N,10,N,10855,2,89109
Wilma Vaughan         ,5445660475226364,323,?,34713 North Gatlinburg Blvd.                                  ,Las Vegas             ,USA,184029,Brittany@massa.edu         ,Nolan *Whitehead       ,346-177-4274,NV,13590,77528,Y,892,14,10.5,N,10,N,7,Y,66333,3,89106
Lesley Stafford       ,5389175877393694,322,?,11687 West Aliso Viejo Blvd.                                  ,Las Vegas             ,USA,184424,Eaton@iaculis.org          ,Lesley *Stafford       ,458-357-3833,NV,72501,72016,N,238.4,20,78.9,Y,43,N,5,N,88484,1,89102
Paki Crosby           ,6011038334789462,721,?,51756 South Barre St.                                         ,Las Vegas             ,USA,975893,Kyle@ullamcorper.com       ,Paki *Crosby           ,666-894-9803,NV,63337,63074,Y,537.5,4,36.5,Y,23,N,16,N,29692,2,89109
Hilda Beasley         ,4024007159043727,322,?,54575 East Spain Ct.                                          ,Las Vegas             ,USA,469203,Kirsten@semper.net         ,Hilda *Beasley         ,902-623-8852,NV,48225,47924,Y,630.6,16,83.6,Y,8,N,5,Y,65288,3,89106
Athena Williamson     ,4532117913827490,521,?,6845 East Central African Republic Ave.                       ,Las Vegas             ,USA,471107,Chelsea@Curabitur.gov      ,Ursula *Jimenez        ,469-032-2188,NV,11098,68206,N,833.9,16,51,Y,45,N,5,Y,69902,1,89102
Ivor Love             ,5176162952604788,923,?,19077 North Bayamon St.                                       ,Las Vegas             ,USA,45995,Kamal@vitae.net            ,Ivor *Love             ,002-358-2655,NV,93880,93448,Y,975.8,2,39.6,Y,7,N,4,Y,25587,2,89109
Cedric Yang           ,4024007117610336,221,?,85187 North Belarus Way                                       ,Las Vegas             ,USA,390447,Tanya@dui.com              ,Cedric *Yang           ,240-378-4026,NV,84827,84336,N,749.3,9,56.9,N,32,N,16,N,67825,3,89106
Violet Reilly         ,375557657565699,419,?,59715 West Samoa Blvd.                                        ,Las Vegas             ,USA,899477,Julian@tempor.gov          ,Violet *Reilly         ,038-872-2071,NV,87897,87841,N,562.3,20,41.4,N,79,N,12,N,14498,1,89102
Beatrice Cunningham   ,5136107222435140,1121,?,61044 South Yemen St.                                         ,Las Vegas             ,USA,154915,Diana@iaculis.gov          ,Beatrice *Cunningham   ,999-386-1631,NV,47931,47660,Y,114,16,67.8,Y,23,N,16,N,69928,2,89109
Andrew Brady          ,344193385179815,522,?,59523 West Bermuda St.                                        ,Las Vegas             ,USA,895826,Ina@dictum.edu             ,Andrew *Brady          ,482-897-3045,NV,70271,69991,N,569.1,8,46.6,Y,84,N,9,N,43018,3,89106
Sheila Benjamin       ,4024007198117193,321,?,14940 West Greensboro Ave.                                    ,Las Vegas             ,USA,405301,Devin@leo.gov              ,Lillith *Dickerson     ,596-257-1366,NV,98485,9300,N,733.7,16,12.8,N,39,N,17,Y,85099,1,89102
Zeus Ewing            ,4024007193918231,218,?,16541  Austria Ave.                                           ,Las Vegas             ,USA,775554,Regan@a.net                ,Zeus *Ewing            ,305-424-9112,NV,39484,39410,Y,155.6,11,19.5,N,4,N,4,N,37564,2,89109
Colorado Peterson     ,4556375380380853,1020,?,58356 South Chad Blvd.                                        ,Las Vegas             ,USA,673332,Chantale@dolor.us          ,Colorado *Peterson     ,428-089-7349,NV,88962,88938,Y,330.7,3,90,N,70,N,5,N,43880,3,89106
Iona Hicks            ,4532352822355487,822,?,51951 North Netherlands Antilles Ct.                          ,Las Vegas             ,USA,638649,Yolanda@Phasellus.com      ,Iona *Hicks            ,832-834-4796,NV,36263,36251,Y,208.5,5,88.4,Y,13,N,12,N,31348,1,89102
Reese Mcclure         ,344863913045437,1122,?,45477  Malawi Ct.                                             ,Las Vegas             ,USA,886371,Thane@porta.net            ,Reese *Mcclure         ,430-104-6397,NV,74003,73617,N,454.3,5,28.4,N,24,N,19,N,84708,2,89109
Wang Rios             ,5330971078210962,723,?,41998  Moldova Way                                            ,Las Vegas             ,USA,194750,Raya@inceptos.us           ,Ira *Sosa              ,765-746-1200,NV,20518,19319,Y,409.5,1,36.3,Y,21,N,12,Y,3492,3,89106
Cleo Harmon           ,344754922863094,318,?,2927 South Brooklyn Park Blvd.                                ,Las Vegas             ,USA,812633,Jordan@bibendum.net        ,Cleo *Harmon           ,762-797-3326,NV,92055,91696,N,417.6,1,65.9,N,79,N,21,N,51400,1,89102
Ciara Pennington      ,4539810963685916,823,?,22591 North Bolivia Ct.                                       ,Las Vegas             ,USA,405507,Christopher@tellus.com     ,Ciara *Pennington      ,880-703-7697,NV,44754,44392,Y,751.3,10,54.3,Y,63,N,19,Y,73825,2,89109
Leroy Guerra          ,4485478789876814,922,?,87179 South Saint Vincent and The Grenadines Blvd.            ,Las Vegas             ,USA,387873,Kirsten@rutrum.org         ,Portia *Cobb           ,244-135-8794,NV,88259,71282,N,37.2,6,12.9,N,62,N,16,N,97187,3,89106
Raja Larson           ,4716527434152202,621,?,33135 South Bosnia and Herzegovina Blvd.                      ,Las Vegas             ,USA,648759,Maite@Ut.org               ,Adrian *Rivers         ,933-362-8282,NV,27031,29505,Y,870.2,16,39.8,N,87,N,21,Y,65443,1,89102
Wang Salinas          ,5443680494421400,519,?,25440 East Appleton St.                                       ,Las Vegas             ,USA,178972,Erin@nisl.com              ,Yardley *Kemp          ,170-574-1501,NV,18238,44230,N,46.4,5,10.5,Y,77,N,7,N,49511,2,89109
Blake Holman          ,4539792193074352,519,?,76563 East Belgium Ct.                                        ,Las Vegas             ,USA,495936,John@Vivamus.org           ,Blake *Holman          ,974-703-9506,NV,9949,9636,Y,484.4,14,48.4,Y,57,N,19,N,93820,3,89106
Merritt Norman        ,5552741581707015,919,?,11293 South Armenia Ave.                                      ,Las Vegas             ,USA,309853,Marvin@porttitor.net       ,Merritt *Norman        ,276-691-5010,NV,60081,60078,Y,844.7,10,20.2,N,96,N,22,Y,25407,1,89102
Sharon Booker         ,4916950055135231,520,?,84094 East Malaysia Way                                       ,Las Vegas             ,USA,384364,Aidan@Praesent.org         ,Sharon *Booker         ,089-045-6646,NV,60495,60199,N,784.7,19,93.1,Y,79,N,10,N,7049,2,89109
Burke Joyner          ,4556816452301012,1019,?,78905 South Dominica Way                                      ,Las Vegas             ,USA,715609,Calvin@hymenaeos.edu       ,Rogan *Malone          ,273-751-4219,NV,51364,52574,Y,968.9,18,103,N,15,N,21,Y,22717,3,89106
Irene Haney           ,5268555284486080,819,?,11321  Bangladesh Ct.                                         ,Las Vegas             ,USA,264350,Mariko@Etiam.com           ,Irene *Haney           ,723-195-3241,NV,90415,90106,Y,974.4,5,74.7,N,37,N,16,Y,84358,1,89102
September Mendoza     ,4024007181401638,1021,?,63620 North Namibia Blvd.                                     ,Las Vegas             ,USA,637687,Regina@neque.org           ,Melissa *Townsend      ,468-575-1117,NV,96371,73388,N,118.1,9,84.3,N,5,N,3,N,13815,2,89109
Nicole Massey         ,4024007109558238,518,?,72493  Cocos (Keeling) Islands Ln.                            ,Las Vegas             ,USA,742123,Reuben@Vestibulum.us       ,Quinn *Huffman         ,510-927-8943,NV,91663,3988,Y,453.1,14,61.1,Y,22,N,23,N,67721,3,89106
Indigo Herman         ,345258010662797,320,?,82682 South American Samoa Ln.                                ,Las Vegas             ,USA,913610,Serena@mollis.org          ,Hilel *Kaufman         ,288-894-1397,NV,50020,14158,Y,886.7,14,17.4,Y,11,N,20,Y,85506,1,89102
Vielka Wilkinson      ,5218345232074027,421,?,73611 North Iraq Blvd.                                        ,Las Vegas             ,USA,303658,Warren@nonummy.us          ,Vielka *Wilkinson      ,234-054-6343,NV,74277,74276,N,869,4,31,Y,100,N,16,N,47721,2,89109
Zena Bennett          ,4929344297404693,821,?,60131 East Greenville St.                                     ,Las Vegas             ,USA,636696,Reese@nisi.org             ,Zena *Bennett          ,281-374-2601,NV,26469,26051,Y,74.1,16,99.6,Y,37,N,15,N,310,3,89106
Amanda Pugh           ,4485158187415460,518,?,29210 West Bosnia and Herzegovina Ct.                         ,Las Vegas             ,USA,589610,Remedios@eget.org          ,Amanda *Pugh           ,694-284-2460,NV,83117,82630,N,520.9,12,53.1,N,84,N,18,N,96553,1,89102
Nicholas Bentley      ,5536266599295176,1223,?,24033 North Saint Helena Ave.                                 ,Las Vegas             ,USA,78232,Gareth@sociis.net          ,Nicholas *Bentley      ,010-852-5660,NV,97073,96677,N,543.9,14,50.3,Y,71,N,11,N,51503,2,89109
Maxwell Mcneil        ,4024007138252613,1019,?,78449 North Northern Mariana Islands Blvd.                    ,Las Vegas             ,USA,666872,Driscoll@sociosqu.gov      ,Maxwell *Mcneil        ,249-460-0062,NV,30746,30303,N,769,20,26.3,Y,21,N,11,N,46679,3,89106
Edward Sellers        ,5511554668327429,1123,?,20415 East Comoros St.                                        ,Las Vegas             ,USA,287303,Juliet@ad.net              ,Zenia *Robertson       ,200-394-1879,NV,3042,2526,Y,250.5,3,103.5,N,32,N,23,N,59295,1,89102
Mikayla Blankenship   ,4916468569222841,1223,?,13403 West Niger Ave.                                         ,Las Vegas             ,USA,380778,Aileen@venenatis.com       ,Amaya *Vargas          ,454-049-0060,NV,442,95517,N,504.4,8,74.2,Y,30,N,4,N,67912,2,89109
Lane Pugh             ,4532675537247726,1119,?,56052 East Bulgaria Way                                       ,Las Vegas             ,USA,564172,Vance@nonummy.gov          ,Lane *Pugh             ,596-787-3708,NV,99668,99623,Y,409.1,13,96.6,Y,73,N,23,N,21686,3,89106
Lynn Gross            ,5565180025982766,822,?,62873  Artesia Way                                            ,Las Vegas             ,USA,58291,Aristotle@taciti.us        ,Lynn *Gross            ,532-899-4478,NV,64074,63601,Y,220.6,20,89.3,N,92,N,23,N,35396,1,89102
Rylee Bright          ,5171922632504103,1223,?,95999 North Berlin Blvd.                                      ,Las Vegas             ,USA,264953,Tamekah@turpis.edu         ,Rylee *Bright          ,829-197-7086,NV,1892,1543,Y,342,5,43.3,Y,58,N,17,N,19131,2,89109
Rachel Britt          ,6011046540380117,523,?,34393 East Apple Valley Ave.                                  ,Las Vegas             ,USA,996426,Aileen@convallis.com       ,Rachel *Britt          ,154-666-5081,NV,69026,68788,Y,790.4,5,10.3,Y,74,N,7,Y,60096,3,89106
Astra Navarro         ,5144366989026423,1020,?,7072 East Slovenia St.                                        ,Las Vegas             ,USA,300519,Dana@primis.com            ,Emmanuel *Randolph     ,155-530-0488,NV,53403,94487,Y,412.4,15,63.3,Y,39,N,4,Y,30366,1,89102
Joseph Herring        ,6011188878271391,419,?,48405 South Trinidad and Tobago Ct.                           ,Las Vegas             ,USA,942569,Jeremy@sagittis.com        ,Rebekah *Valdez        ,118-398-5421,NV,3077,65512,N,31.5,14,103,Y,26,N,21,N,39675,2,89109
Charles Gutierrez     ,4539622021460392,523,?,84747 West Boston Ln.                                         ,Las Vegas             ,USA,626638,Sheila@magnis.org          ,Judah *Wynn            ,663-941-8716,NV,79343,34173,N,326.8,1,62.2,Y,99,N,18,N,33430,3,89106
Nyssa Jacobson        ,5195124088395019,920,?,1835 West Saint Vincent and The Grenadines St.                ,Las Vegas             ,USA,152600,Elaine@dictum.org          ,Nyssa *Jacobson        ,308-784-7162,NV,5299,5083,N,378.4,19,69.7,N,44,N,2,Y,96689,1,89102
Garth Moses           ,4916679442054421,519,?,41590 North Atwater Blvd.                                     ,Las Vegas             ,USA,744939,Kasimir@malesuada.edu      ,Vanna *Gates           ,774-705-8340,NV,94533,99905,N,38.9,11,89.8,N,49,N,1,N,11645,2,89109
Carson Howell         ,370549218115218,422,?,84561  Serbia and Montenegro Ct.                              ,Las Vegas             ,USA,817921,Quin@tempus.edu            ,Price *Figueroa        ,612-002-4267,NV,22299,77143,Y,396.3,5,13.9,Y,23,N,9,Y,70586,3,89106
Lael Camacho          ,5409407435170645,522,?,16280 North Bosnia and Herzegovina Ave.                       ,Las Vegas             ,USA,324231,Austin@nulla.com           ,Colton *Ayers          ,462-396-4397,NV,549,89963,N,149.9,4,73,Y,82,N,13,N,76530,1,89102
Dante Mendoza         ,4716458365757191,819,?,96604 North Pitcairn St.                                      ,Las Vegas             ,USA,688713,Brennan@Nullam.com         ,Dante *Mendoza         ,887-041-0107,NV,30806,30326,N,218.3,9,63.4,Y,83,N,14,N,91024,2,89109
Clayton Lambert       ,5386044448686718,518,?,70472 East Bahamas Ct.                                        ,Las Vegas             ,USA,313109,Rina@amet.us               ,Alden *Delaney         ,970-972-5223,NV,32755,68890,N,351.1,13,33,N,43,N,18,N,23324,3,89106
September Harris      ,5577373884900195,921,?,39840  Biddeford Way                                          ,Las Vegas             ,USA,169230,Zelenia@felis.edu          ,September *Harris      ,480-001-2680,NV,55025,54911,Y,701.1,9,93.8,N,100,N,13,N,91233,1,89102
Cooper Flowers        ,4716245963573553,1118,?,8906  Gambia Ct.                                              ,Las Vegas             ,USA,375195,Rama@Proin.org             ,Cooper *Flowers        ,056-874-4537,NV,61802,61430,N,789.9,9,27.1,Y,99,N,21,Y,58660,2,89109
Audrey Stout          ,4716946989740387,920,?,43258 West Angola St.                                         ,Las Vegas             ,USA,700208,Perry@sed.org              ,Audrey *Stout          ,366-785-3148,NV,73183,73022,N,830.2,10,11.9,N,22,N,9,Y,33019,3,89106
Brock Pace            ,4532341642166828,1118,?,"32966 West Taiwan, Province of China Way                      ",Las Vegas             ,USA,589963,Moses@pretium.com          ,Tanek *Robinson        ,827-088-9742,NV,53019,59103,N,942.1,7,28.6,Y,87,N,9,N,75449,1,89102
Wade Cain             ,6011709024310815,619,?,53874 West Dover Way                                          ,Las Vegas             ,USA,954805,Judah@facilisis.edu        ,Wade *Cain             ,441-739-3260,NV,84290,83942,N,750.2,3,94.3,Y,72,N,11,N,91532,2,89109
