ORDERNUMBER;QUANTITYORDERED;PRICEEACH;ORDERLINENUMBER;SALES;ORDERDATE;STATUS;QTR_ID;MONTH_ID;YEAR_ID;PRODUCTLINE;MSRP;PRODUCTCODE;CUSTOMERNAME;PHONE;ADDRESSLINE1;ADDRESSLINE2;CITY;STATE;POSTALCODE;COUNTRY;TERRITORY;CONTACTLASTNAME;CONTACTFIRSTNAME
10329;26;100;3;5868.2;11/15/2004;Shipped   ;4;11;2004;Motorcycles     ;193;S10_4698 ;Land of Toys Inc.                 ;2125557818       ;897 Long Airport Avenue                   ;           ;NYC           ;NY           ;10022    ;USA          ;NA   ;Yu         ;Kwai      
10339;39;76.7;3;2990.1;11/23/2004;Shipped   ;4;11;2004;Motorcycles     ;193;S10_4698 ;Tokyo Collectables, Ltd           ;+81 3 3584 0555  ;2-2-8 Roppongi                            ;           ;Minato-ku     ;Tokyo        ;106-0032 ;Japan        ;Japan;Shimamura  ;Akiko     
10362;22;100;4;3664.1;01/05/2005;Shipped   ;1;1;2005;Motorcycles     ;193;S10_4698 ;Technics Stores Inc.              ;6505556809       ;9408 Furth Circle                         ;           ;Burlingame    ;CA           ;94217    ;USA          ;NA   ;Hirano     ;Juri      
10374;22;100;1;3834.4;02/02/2005;Shipped   ;1;2;2005;Motorcycles     ;193;S10_4698 ;Australian Gift Network, Co       ;61-7-3844-6555   ;31 Duncan St. West End                    ;           ;South Brisbane;Queensland   ;4101     ;Australia    ;APAC ;Calaghan   ;Tony      
10388;21;86.8;7;1822.2;03/03/2005;Shipped   ;1;3;2005;Motorcycles     ;193;S10_4698 ;FunGiftIdeas.com                  ;5085552555       ;1785 First Street                         ;           ;New Bedford   ;MA           ;50553    ;USA          ;NA   ;Benitez    ;Violeta   
10403;66;100;9;11886.6;04/08/2005;Shipped   ;2;4;2005;Motorcycles     ;193;S10_4698 ;UK Collectables, Ltd.             ;(171) 555-2282   ;Berkeley Gardens 12  Brewery              ;           ;Liverpool     ;             ;WX1 6LT  ;UK           ;EMEA ;Devon      ;Elizabeth 
10417;56;100;4;9218.2;05/13/2005;Disputed  ;2;5;2005;Motorcycles     ;193;S10_4698 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10105;50;100;2;7208;02/11/2003;Shipped   ;1;2;2003;Classic Cars    ;136;S10_4757 ;Danish Wholesale Imports          ;31 12 3555       ;Vinb‘ltet 34                              ;           ;Kobenhavn     ;             ;1734     ;Denmark      ;EMEA ;Petersen   ;Jytte     
10119;46;100;11;5004.8;04/28/2003;Shipped   ;2;4;2003;Classic Cars    ;136;S10_4757 ;Salzburg Collectables             ;6562-9555        ;Geislweg 14                               ;           ;Salzburg      ;             ;5020     ;Austria      ;EMEA ;Pipps      ;Georg     
10129;33;100;2;4398.2;06/12/2003;Shipped   ;2;6;2003;Classic Cars    ;136;S10_4757 ;Stylish Desk Decors, Co.          ;(171) 555-0297   ;35 King George                            ;           ;London        ;             ;WX3 6FW  ;UK           ;EMEA ;Brown      ;Ann       
10143;49;100;15;5597.8;08/10/2003;Shipped   ;3;8;2003;Classic Cars    ;136;S10_4757 ;Mini Creations Ltd.               ;5085559555       ;4575 Hillside Dr.                         ;           ;New Bedford   ;MA           ;50553    ;USA          ;NA   ;Tam        ;Wing C    
10155;32;100;13;4526.1;10/06/2003;Shipped   ;4;10;2003;Classic Cars    ;136;S10_4757 ;Toys of Finland, Co.              ;90-224 8555      ;Keskuskatu 45                             ;           ;Helsinki      ;             ;21240    ;Finland      ;EMEA ;Karttunen  ;Matti     
10167;44;100;9;5924.2;10/23/2003;Cancelled ;4;10;2003;Classic Cars    ;136;S10_4757 ;Scandinavian Gift Ideas           ;0695-34 6555     ;?kergatan 24                              ;           ;Br„cke        ;             ;S-844 67 ;Sweden       ;EMEA ;Larsson    ;Maria     
10178;24;100;12;3492.5;11/08/2003;Shipped   ;4;11;2003;Classic Cars    ;136;S10_4757 ;Alpha Cognac                      ;61.77.6555       ;1 rue Alsace-Lorraine                     ;           ;Toulouse      ;             ;31000    ;France       ;EMEA ;Roulet     ;Annette   
10186;26;100;9;3854.2;11/14/2003;Shipped   ;4;11;2003;Classic Cars    ;136;S10_4757 ;Double Decker Gift Stores, Ltd    ;(171) 555-7555   ;120 Hanover Sq.                           ;           ;London        ;             ;WA1 1DP  ;UK           ;EMEA ;Hardy      ;Thomas    
10197;45;100;6;5324.4;11/26/2003;Shipped   ;4;11;2003;Classic Cars    ;136;S10_4757 ;Enaco Distributors                ;(93) 203 4555    ;Rambla de Catalu¤a, 23                    ;           ;Barcelona     ;             ;08022    ;Spain        ;EMEA ;Saavedra   ;Eduardo   
10209;39;100;8;5197.9;01/09/2004;Shipped   ;1;1;2004;Classic Cars    ;136;S10_4757 ;Men 'R' US Retailers, Ltd.        ;2155554369       ;6047 Douglas Av.                          ;           ;Los Angeles   ;CA           ;         ;USA          ;NA   ;Chandler   ;Michael   
10222;49;100;12;5997.6;02/19/2004;Shipped   ;1;2;2004;Classic Cars    ;136;S10_4757 ;Collectable Mini Designs Co.      ;7605558146       ;361 Furth Circle                          ;           ;San Diego     ;CA           ;91217    ;USA          ;NA   ;Thompson   ;Valarie   
10248;20;100;3;2910.4;05/07/2004;Cancelled ;2;5;2004;Classic Cars    ;136;S10_4757 ;Land of Toys Inc.                 ;2125557818       ;897 Long Airport Avenue                   ;           ;NYC           ;NY           ;10022    ;USA          ;NA   ;Yu         ;Kwai      
10261;27;100;1;3378.2;06/17/2004;Shipped   ;2;6;2004;Classic Cars    ;136;S10_4757 ;Qu‚bec Home Shopping Network      ;(514) 555-8054   ;43 rue St. Laurent                        ;           ;Montr‚al      ;Qu‚bec       ;H1J 1C3  ;Canada       ;NA   ;FresniŠre  ;Jean      
10273;30;100;4;3508.8;07/21/2004;Shipped   ;3;7;2004;Classic Cars    ;136;S10_4757 ;Petit Auto                        ;(02) 5554 67     ;Rue Joseph-Bens 532                       ;           ;Bruxelles     ;             ;B-1180   ;Belgium      ;EMEA ;Dewey      ;Catherine 
10283;25;100;6;2992;08/20/2004;Shipped   ;3;8;2004;Classic Cars    ;136;S10_4757 ;Royal Canadian Collectables, Ltd. ;(604) 555-4555   ;23 Tsawassen Blvd.                        ;           ;Tsawassen     ;BC           ;T2F 8M4  ;Canada       ;NA   ;Lincoln    ;Elizabeth 
10295;24;100;1;3427.2;09/10/2004;Shipped   ;3;9;2004;Classic Cars    ;136;S10_4757 ;Gifts4AllAges.com                 ;6175559555       ;8616 Spinnaker Dr.                        ;           ;Boston        ;MA           ;51003    ;USA          ;NA   ;Yoshido    ;Juri      
10307;22;100;9;2692.8;10/14/2004;Shipped   ;4;10;2004;Classic Cars    ;136;S10_4757 ;Classic Gift Ideas, Inc           ;2155554695       ;782 First Street                          ;           ;Philadelphia  ;PA           ;71270    ;USA          ;NA   ;Cervantes  ;Francisca 
10316;33;100;17;4129;11/01/2004;Shipped   ;4;11;2004;Classic Cars    ;136;S10_4757 ;giftsbymail.co.uk                 ;(198) 555-8888   ;Garden House Crowther Way                 ;           ;Cowes         ;Isle of Wight;PO31 7PJ ;UK           ;EMEA ;Bennett    ;Helen     
10325;47;64.9;6;3051.7;11/05/2004;Shipped   ;4;11;2004;Classic Cars    ;136;S10_4757 ;Baane Mini Imports                ;07-98 9555       ;Erling Skakkes gate 78                    ;           ;Stavern       ;             ;4110     ;Norway       ;EMEA ;Bergulfsen ;Jonas     
10337;25;48;8;1201.2;11/21/2004;Shipped   ;4;11;2004;Classic Cars    ;136;S10_4757 ;Classic Legends Inc.              ;2125558493       ;5905 Pompton St.                          ;Suite 750  ;NYC           ;NY           ;10022    ;USA          ;NA   ;Hernandez  ;Maria     
10350;26;75.5;5;1962.2;12/02/2004;Shipped   ;4;12;2004;Classic Cars    ;136;S10_4757 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10359;48;54.7;6;2624.6;12/15/2004;Shipped   ;4;12;2004;Classic Cars    ;136;S10_4757 ;Reims Collectables                ;26.47.1555       ;59 rue de l'Abbaye                        ;           ;Reims         ;             ;51100    ;France       ;EMEA ;Henriot    ;Paul      
10373;39;100;3;4046.2;01/31/2005;Shipped   ;1;1;2005;Classic Cars    ;136;S10_4757 ;Oulu Toy Supplies, Inc.           ;981-443655       ;Torikatu 38                               ;           ;Oulu          ;             ;90110    ;Finland      ;EMEA ;Koskitalo  ;Pirkko    
10384;34;100;4;4846.7;02/23/2005;Shipped   ;1;2;2005;Classic Cars    ;136;S10_4757 ;Corporate Gift Ideas Co.          ;6505551386       ;7734 Strong St.                           ;           ;San Francisco ;CA           ;         ;USA          ;NA   ;Brown      ;Julie     
10395;32;100;2;3370.6;03/17/2005;Shipped   ;1;3;2005;Classic Cars    ;136;S10_4757 ;Lyon Souveniers                   ;+33 1 46 62 7555 ;27 rue du Colonel Pierre Avia             ;           ;Paris         ;             ;75508    ;France       ;EMEA ;Da Cunha   ;Daniel    
10400;64;100;9;9661.4;04/01/2005;Shipped   ;2;4;2005;Classic Cars    ;136;S10_4757 ;The Sharp Gifts Warehouse         ;4085553659       ;3086 Ingle Ln.                            ;           ;San Jose      ;CA           ;94217    ;USA          ;NA   ;Frick      ;Sue       
10414;19;100;3;2764.9;05/06/2005;On Hold   ;2;5;2005;Classic Cars    ;136;S10_4757 ;Gifts4AllAges.com                 ;6175559555       ;8616 Spinnaker Dr.                        ;           ;Boston        ;MA           ;51003    ;USA          ;NA   ;Yoshido    ;Juri      
10103;42;100;4;5398.3;01/29/2003;Shipped   ;1;1;2003;Classic Cars    ;147;S10_4962 ;Baane Mini Imports                ;07-98 9555       ;Erling Skakkes gate 78                    ;           ;Stavern       ;             ;4110     ;Norway       ;EMEA ;Bergulfsen ;Jonas     
10114;31;100;8;4305.3;04/01/2003;Shipped   ;2;4;2003;Classic Cars    ;147;S10_4962 ;La Corne D'abondance, Co.         ;(1) 42.34.2555   ;265, boulevard Charonne                   ;           ;Paris         ;             ;75012    ;France       ;EMEA ;Bertrand   ;Marie     
10126;22;100;4;3347.7;05/28/2003;Shipped   ;2;5;2003;Classic Cars    ;147;S10_4962 ;Corrida Auto Replicas, Ltd        ;(91) 555 22 82   ;C/ Araquil, 67                            ;           ;Madrid        ;             ;28023    ;Spain        ;EMEA ;Sommer     ;Mart¡n    
10140;26;100;4;3188.1;07/24/2003;Shipped   ;3;7;2003;Classic Cars    ;147;S10_4962 ;Technics Stores Inc.              ;6505556809       ;9408 Furth Circle                         ;           ;Burlingame    ;CA           ;94217    ;USA          ;NA   ;Hirano     ;Juri      
10150;20;100;1;3191.2;09/19/2003;Shipped   ;3;9;2003;Classic Cars    ;147;S10_4962 ;Dragon Souveniers, Ltd.           ;+65 221 7555     ;Bronz Sok., Bronz Apt. 3/6 Tesvikiye      ;           ;Singapore     ;             ;079903   ;Singapore    ;Japan;Natividad  ;Eric      
10164;21;100;2;3536.8;10/21/2003;Resolved  ;4;10;2003;Classic Cars    ;147;S10_4962 ;Mini Auto Werke                   ;7675-3555        ;Kirchgasse 6                              ;           ;Graz          ;             ;8010     ;Austria      ;EMEA ;Mendel     ;Roland    
10175;33;100;9;5362.8;11/06/2003;Shipped   ;4;11;2003;Classic Cars    ;147;S10_4962 ;Stylish Desk Decors, Co.          ;(171) 555-0297   ;35 King George                            ;           ;London        ;             ;WX3 6FW  ;UK           ;EMEA ;Brown      ;Ann       
10183;28;100;1;3433.4;11/13/2003;Shipped   ;4;11;2003;Classic Cars    ;147;S10_4962 ;Classic Gift Ideas, Inc           ;2155554695       ;782 First Street                          ;           ;Philadelphia  ;PA           ;71270    ;USA          ;NA   ;Cervantes  ;Francisca 
10194;26;100;4;4263.7;11/25/2003;Shipped   ;4;11;2003;Classic Cars    ;147;S10_4962 ;Saveley & Henriot, Co.            ;78.32.5555       ;2, rue du Commerce                        ;           ;Lyon          ;             ;69004    ;France       ;EMEA ;Saveley    ;Mary      
10207;31;100;15;4076.2;12/09/2003;Shipped   ;4;12;2003;Classic Cars    ;147;S10_4962 ;Diecast Collectables              ;6175552555       ;6251 Ingle Ln.                            ;           ;Boston        ;MA           ;51003    ;USA          ;NA   ;Franco     ;Valarie   
10217;48;100;4;7020.5;02/04/2004;Shipped   ;1;2;2004;Classic Cars    ;147;S10_4962 ;Handji Gifts& Co                  ;+65 224 1555     ;Village Close - 106 Linden Road Sandown   ;2nd Floor  ;Singapore     ;             ;069045   ;Singapore    ;APAC ;Victorino  ;Wendy     
10229;50;100;9;6426.5;03/11/2004;Shipped   ;1;3;2004;Classic Cars    ;147;S10_4962 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10245;28;100;2;4591.7;05/04/2004;Shipped   ;2;5;2004;Classic Cars    ;147;S10_4962 ;Super Scale Inc.                  ;2035559545       ;567 North Pendale Street                  ;           ;New Haven     ;CT           ;97823    ;USA          ;NA   ;Murphy     ;Leslie    
10259;26;100;12;4033.4;06/15/2004;Shipped   ;2;6;2004;Classic Cars    ;147;S10_4962 ;Handji Gifts& Co                  ;+65 224 1555     ;Village Close - 106 Linden Road Sandown   ;2nd Floor  ;Singapore     ;             ;069045   ;Singapore    ;APAC ;Victorino  ;Wendy     
10270;32;100;2;4302.1;07/19/2004;Shipped   ;3;7;2004;Classic Cars    ;147;S10_4962 ;Souveniers And Things Co.         ;+61 2 9495 8555  ;Monitor Money Building, 815 Pacific Hwy   ;Level 6    ;Chatswood     ;NSW          ;2067     ;Australia    ;APAC ;Huxley     ;Adrian    
10281;44;100;9;7020.6;08/19/2004;Shipped   ;3;8;2004;Classic Cars    ;147;S10_4962 ;Diecast Classics Inc.             ;2155551555       ;7586 Pompton St.                          ;           ;Allentown     ;PA           ;70267    ;USA          ;NA   ;Yu         ;Kyung     
10291;30;100;4;3855.9;09/08/2004;Shipped   ;3;9;2004;Classic Cars    ;147;S10_4962 ;Scandinavian Gift Ideas           ;0695-34 6555     ;?kergatan 24                              ;           ;Br„cke        ;             ;S-844 67 ;Sweden       ;EMEA ;Larsson    ;Maria     
10305;38;100;13;6680.8;10/13/2004;Shipped   ;4;10;2004;Classic Cars    ;147;S10_4962 ;Marta's Replicas Co.              ;6175558555       ;39323 Spinnaker Dr.                       ;           ;Cambridge     ;MA           ;51247    ;USA          ;NA   ;Hernandez  ;Marta     
10313;40;100;7;6678;10/22/2004;Shipped   ;4;10;2004;Classic Cars    ;147;S10_4962 ;Canadian Gift Exchange Network    ;(604) 555-3392   ;1900 Oak St.                              ;           ;Vancouver     ;BC           ;V3F 2K1  ;Canada       ;NA   ;Tannamuri  ;Yoshi     
10322;46;62;8;2851.5;11/04/2004;Shipped   ;4;11;2004;Classic Cars    ;147;S10_4962 ;Online Diecast Creations Co.      ;6035558647       ;2304 Long Airport Avenue                  ;           ;Nashua        ;NH           ;62005    ;USA          ;NA   ;Young      ;Valarie   
10334;26;100;2;3188.1;11/19/2004;On Hold   ;4;11;2004;Classic Cars    ;147;S10_4962 ;Volvo Model Replicas, Co          ;0921-12 3555     ;Berguvsv„gen  8                           ;           ;Lule†         ;             ;S-958 22 ;Sweden       ;EMEA ;Berglund   ;Christina 
10347;27;100;2;4428;11/29/2004;Shipped   ;4;11;2004;Classic Cars    ;147;S10_4962 ;Australian Collectors, Co.        ;03 9520 4555     ;636 St Kilda Road                         ;Level 3    ;Melbourne     ;Victoria     ;3004     ;Australia    ;APAC ;Ferguson   ;Peter     
10357;43;100;9;5780.9;12/10/2004;Shipped   ;4;12;2004;Classic Cars    ;147;S10_4962 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10370;35;65.6;4;2297.1;01/20/2005;Shipped   ;1;1;2005;Classic Cars    ;147;S10_4962 ;Anna's Decorations, Ltd           ;02 9936 8555     ;201 Miller Street                         ;Level 15   ;North Sydney  ;NSW          ;2060     ;Australia    ;APAC ;O'Hara     ;Anna      
10381;37;100;6;6231.5;02/17/2005;Shipped   ;1;2;2005;Classic Cars    ;147;S10_4962 ;Corporate Gift Ideas Co.          ;6505551386       ;7734 Strong St.                           ;           ;San Francisco ;CA           ;         ;USA          ;NA   ;Brown      ;Julie     
10391;37;46.9;7;1735.3;03/09/2005;Shipped   ;1;3;2005;Classic Cars    ;147;S10_4962 ;Anna's Decorations, Ltd           ;02 9936 8555     ;201 Miller Street                         ;Level 15   ;North Sydney  ;NSW          ;2060     ;Australia    ;APAC ;O'Hara     ;Anna      
10411;27;100;2;4427.7;05/01/2005;Shipped   ;2;5;2005;Classic Cars    ;147;S10_4962 ;Qu‚bec Home Shopping Network      ;(514) 555-8054   ;43 rue St. Laurent                        ;           ;Montr‚al      ;Qu‚bec       ;H1J 1C3  ;Canada       ;NA   ;FresniŠre  ;Jean      
10425;38;100;12;5894.9;05/31/2005;In Process;2;5;2005;Classic Cars    ;147;S10_4962 ;La Rochelle Gifts                 ;40.67.8555       ;67, rue des Cinquante Otages              ;           ;Nantes        ;             ;44000    ;France       ;EMEA ;Labrune    ;Janine    
10108;33;100;6;5265.1;03/03/2003;Shipped   ;1;3;2003;Classic Cars    ;194;S12_1099 ;Cruz & Sons Co.                   ;+63 2 555 3587   ;15 McCallum Street - NatWest Center #13-03;           ;Makati City   ;             ;1227 MM  ;Philippines  ;Japan;Cruz       ;Arnold    
10122;42;100;10;7599.9;05/08/2003;Shipped   ;2;5;2003;Classic Cars    ;194;S12_1099 ;Marseille Mini Autos              ;91.24.4555       ;12, rue des Bouchers                      ;           ;Marseille     ;             ;13008    ;France       ;EMEA ;Lebihan    ;Laurence  
